"","eeacellcode","yearmonth","basisofrecord","datasetkey","countrycode","occurrences","isCitizenScience","year","month","Floppy"
"17714","10kmE400N222","1999-11","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1999,11,NA
"17715","10kmE400N222","1999-08","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",2,0,1999,8,NA
"17716","10kmE400N222","1999-06","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1999,6,NA
"17717","10kmE400N222","1999-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1999,6,NA
"17718","10kmE400N222","1999-04","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1999,4,NA
"17719","10kmE400N222","1998-09","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1998,9,NA
"17720","10kmE400N222","1998-07","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",2,0,1998,7,NA
"17721","10kmE400N222","1998-07","HUMAN_OBSERVATION","bfb47005-1157-41af-a0f5-12ed643e81f5","FR",2,0,1998,7,NA
"17722","10kmE400N222","1997-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1997,6,NA
"17723","10kmE400N222","1996-03","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",6,0,1996,3,NA
"17724","10kmE400N222","1993-05","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",2,0,1993,5,NA
"17725","10kmE400N222","1992-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1992,6,NA
"17726","10kmE400N222","1992-02","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",3,0,1992,2,NA
"17727","10kmE400N222","1991-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1991,6,NA
"17728","10kmE400N222","1991-02","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1991,2,NA
"17729","10kmE400N222","1991-01","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1991,1,NA
"17730","10kmE400N222","1988-12","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1988,12,NA
"17731","10kmE400N222","1987-12","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1987,12,NA
"17732","10kmE400N222","1987-09","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1987,9,NA
"17733","10kmE400N222","1986-09","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",2,0,1986,9,NA
"17734","10kmE400N222","1986-05","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",2,0,1986,5,NA
"17735","10kmE400N222","1985-05","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1985,5,NA
"17736","10kmE400N222","1976-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1976,1,NA
"17737","10kmE400N223","2022-01","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2022,1,NA
"17738","10kmE400N223","2021-03","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2021,3,NA
"17739","10kmE400N223","2021-02","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","FR",1,0,2021,2,NA
"17740","10kmE400N223","2018-07","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,2018,7,NA
"17741","10kmE400N223","2018-04","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",2,0,2018,4,NA
"17742","10kmE400N223","2015-10","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,2015,10,NA
"17743","10kmE400N223","2014-08","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",3,0,2014,8,NA
"17744","10kmE400N223","2014-07","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,2014,7,NA
"17745","10kmE400N223","2014-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,2014,6,NA
"17746","10kmE400N223","2014-06","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",3,0,2014,6,NA
"17747","10kmE400N223","2011-06","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,2011,6,NA
"17748","10kmE400N223","2009-05","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",1,0,2009,5,NA
"17749","10kmE400N223","2004-11","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,2004,11,NA
"17750","10kmE400N223","2004-06","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,2004,6,NA
"17751","10kmE400N223","2003-01","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",1,0,2003,1,NA
"17752","10kmE400N223","1992-01","HUMAN_OBSERVATION","0d8cc344-d880-42ec-a200-40b4ad71affd","FR",1,0,1992,1,NA
"17753","10kmE400N223","1976-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1976,1,NA
"17754","10kmE400N223","1853-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1853,1,NA
"17755","10kmE400N224","2014-08","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",1,0,2014,8,NA
"17756","10kmE400N224","2014-06","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",3,0,2014,6,NA
"17757","10kmE400N224","2009-10","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",1,0,2009,10,NA
"17758","10kmE400N224","1998-07","HUMAN_OBSERVATION","29683014-d29b-4117-8c77-a687d876bbf5","FR",1,0,1998,7,NA
"17759","10kmE400N224","1500-01","HUMAN_OBSERVATION","75956ee6-1a2b-4fa3-b3e8-ccda64ce6c2d","FR",1,0,1500,1,NA
"17760","10kmE400N314","2021-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,6,NA
"17761","10kmE400N327","2022-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,7,NA
"17762","10kmE400N327","2021-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,7,NA
"17763","10kmE400N328","2021-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,8,NA
"17764","10kmE400N328","2020-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,8,NA
"17765","10kmE400N328","2020-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2020,7,NA
"17766","10kmE400N328","2019-12","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,12,NA
"17767","10kmE400N328","2019-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,10,NA
"17768","10kmE400N328","2018-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2018,6,NA
"17769","10kmE400N329","2022-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,10,NA
"17770","10kmE400N329","2021-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,11,NA
"17771","10kmE400N329","2021-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,9,NA
"17772","10kmE400N331","1928-11","PRESERVED_SPECIMEN","15f819bd-6612-4447-854b-14d12ee1022d","NL",1,0,1928,11,NA
"17773","10kmE400N332","2019-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2019,7,NA
"17774","10kmE400N332","2015-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2015,10,NA
"17775","10kmE400N332","2015-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2015,7,NA
"17776","10kmE400N332","2013-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2013,7,NA
"17777","10kmE400N332","2007-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2007,6,NA
"17778","10kmE400N333","2023-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2023,10,NA
"17779","10kmE400N333","2022-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2022,9,NA
"17780","10kmE400N333","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2022,8,NA
"17781","10kmE400N333","2022-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,6,NA
"17782","10kmE400N333","2021-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2021,10,NA
"17783","10kmE400N333","2021-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2021,8,NA
"17784","10kmE400N333","2020-12","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2020,12,NA
"17785","10kmE400N333","2020-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,11,NA
"17786","10kmE400N333","2020-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,10,NA
"17787","10kmE400N333","2020-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2020,9,NA
"17788","10kmE400N333","2020-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,8,NA
"17789","10kmE400N333","2020-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,7,NA
"17790","10kmE400N333","2019-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,9,NA
"17791","10kmE400N333","2019-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2019,7,NA
"17792","10kmE400N333","2019-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",7,1,2019,6,NA
"17793","10kmE400N333","2018-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2018,11,NA
"17794","10kmE400N333","2018-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2018,10,NA
"17795","10kmE400N333","2018-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2018,9,NA
"17796","10kmE400N333","2018-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2018,8,NA
"17797","10kmE400N333","2018-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,7,NA
"17798","10kmE400N333","2017-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2017,8,NA
"17799","10kmE400N333","2016-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2016,8,NA
"17800","10kmE400N333","2015-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2015,10,NA
"17801","10kmE400N333","2014-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,9,NA
"17802","10kmE400N333","2014-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,8,NA
"17803","10kmE400N333","2011-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2011,6,NA
"17804","10kmE400N333","2009-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2009,8,NA
"17805","10kmE400N333","2009-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2009,6,NA
"17806","10kmE400N333","2008-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2008,5,NA
"17807","10kmE400N333","2002-10","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",1,0,2002,10,NA
"17808","10kmE400N333","1995-09","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",1,0,1995,9,NA
"17809","10kmE400N333","1960-08","PRESERVED_SPECIMEN","15f819bd-6612-4447-854b-14d12ee1022d","NL",1,0,1960,8,NA
"17810","10kmE400N334","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2023,7,NA
"17811","10kmE400N334","2022-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,9,NA
"17812","10kmE400N334","2022-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,6,NA
"17813","10kmE400N334","2021-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,9,NA
"17814","10kmE400N334","2020-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2020,10,NA
"17815","10kmE400N334","2020-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2020,9,NA
"17816","10kmE400N334","2020-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",4,1,2020,8,NA
"17817","10kmE400N334","2020-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,6,NA
"17818","10kmE400N334","2019-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,9,NA
"17819","10kmE400N334","2019-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,7,NA
"17820","10kmE400N334","2019-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,6,NA
"17821","10kmE400N334","2018-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,7,NA
"17822","10kmE400N334","2017-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2017,8,NA
"17823","10kmE400N334","2016-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2016,9,NA
"17824","10kmE400N334","2015-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2015,10,NA
"17825","10kmE400N334","2014-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,9,NA
"17826","10kmE400N334","2014-04","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,4,NA
"17827","10kmE400N334","2007-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2007,8,NA
"17828","10kmE400N335","2023-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",5,1,2023,9,NA
"17829","10kmE400N335","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2023,7,NA
"17830","10kmE400N335","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2023,5,NA
"17831","10kmE400N335","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,8,NA
"17832","10kmE400N335","2022-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,7,NA
"17833","10kmE400N335","2022-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,5,NA
"17834","10kmE400N335","2019-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,10,NA
"17835","10kmE400N335","2019-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,9,NA
"17836","10kmE400N335","2019-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,8,NA
"17837","10kmE400N335","2015-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2015,9,NA
"17838","10kmE400N335","2013-09","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",1,0,2013,9,NA
"17839","10kmE400N335","2013-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",3,0,2013,8,NA
"17840","10kmE400N335","2007-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",8,0,2007,8,NA
"17841","10kmE400N335","2000-10","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",3,0,2000,10,NA
"17842","10kmE400N335","1992-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",8,0,1992,8,NA
"17843","10kmE400N335","1939-01","PRESERVED_SPECIMEN","15f819bd-6612-4447-854b-14d12ee1022d","NL",1,0,1939,1,NA
"17844","10kmE400N336","2023-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2023,10,NA
"17845","10kmE400N336","2023-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2023,9,NA
"17846","10kmE400N336","2023-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",5,1,2023,8,NA
"17847","10kmE400N336","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",6,1,2023,7,NA
"17848","10kmE400N336","2023-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",6,1,2023,6,NA
"17849","10kmE400N336","2022-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2022,11,NA
"17850","10kmE400N336","2022-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2022,10,NA
"17851","10kmE400N336","2022-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2022,9,NA
"17852","10kmE400N336","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",4,1,2022,8,NA
"17853","10kmE400N336","2022-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2022,7,NA
"17854","10kmE400N336","2022-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",4,1,2022,6,NA
"17855","10kmE400N336","2022-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2022,5,NA
"17856","10kmE400N336","2021-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,11,NA
"17857","10kmE400N336","2021-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",4,1,2021,10,NA
"17858","10kmE400N336","2021-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",7,1,2021,9,NA
"17859","10kmE400N336","2021-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",6,1,2021,8,NA
"17860","10kmE400N336","2021-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","NL",1,0,2021,8,NA
"17861","10kmE400N336","2021-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,7,NA
"17862","10kmE400N336","2021-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",6,1,2021,6,NA
"17863","10kmE400N336","2021-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2021,5,NA
"17864","10kmE400N336","2020-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,11,NA
"17865","10kmE400N336","2020-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,9,NA
"17866","10kmE400N336","2020-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",5,1,2020,8,NA
"17867","10kmE400N336","2020-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2020,7,NA
"17868","10kmE400N336","2020-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2020,6,NA
"17869","10kmE400N336","2019-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,10,NA
"17870","10kmE400N336","2019-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,7,NA
"17871","10kmE400N336","2019-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2019,6,NA
"17872","10kmE400N336","2018-12","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,12,NA
"17873","10kmE400N336","2018-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,10,NA
"17874","10kmE400N336","2018-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,9,NA
"17875","10kmE400N336","2018-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,8,NA
"17876","10kmE400N336","2018-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",4,1,2018,6,NA
"17877","10kmE400N336","2018-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,5,NA
"17878","10kmE400N336","2018-01","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2018,1,NA
"17879","10kmE400N336","2017-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2017,8,NA
"17880","10kmE400N336","2017-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2017,7,NA
"17881","10kmE400N336","2017-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2017,6,NA
"17882","10kmE400N336","2016-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2016,10,NA
"17883","10kmE400N336","2016-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2016,8,NA
"17884","10kmE400N336","2016-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",9,1,2016,6,NA
"17885","10kmE400N336","2015-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2015,9,NA
"17886","10kmE400N336","2015-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2015,6,NA
"17887","10kmE400N336","2014-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,7,NA
"17888","10kmE400N336","2014-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2014,6,NA
"17889","10kmE400N336","2013-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2013,9,NA
"17890","10kmE400N336","2013-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2013,8,NA
"17891","10kmE400N336","2013-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",2,0,2013,8,NA
"17892","10kmE400N336","2013-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2013,7,NA
"17893","10kmE400N336","2013-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2013,6,NA
"17894","10kmE400N336","2011-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2011,9,NA
"17895","10kmE400N336","2007-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",2,1,2007,6,NA
"17896","10kmE400N336","2000-10","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",3,0,2000,10,NA
"17897","10kmE400N336","1996-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",2,0,1996,8,NA
"17898","10kmE400N336","1992-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",2,0,1992,8,NA
"17899","10kmE400N336","1992-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,1992,7,NA
"17900","10kmE400N336","1981-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,1981,7,NA
"17901","10kmE400N336","1949-08","HUMAN_OBSERVATION","740df67d-5663-41a2-9d12-33ec33876c47","NL",1,0,1949,8,NA
"17902","10kmE400N337","2023-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",11,1,2023,10,NA
"17903","10kmE400N337","2023-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",13,1,2023,9,NA
"17904","10kmE400N337","2023-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",39,1,2023,8,NA
"17905","10kmE400N337","2023-08","HUMAN_OBSERVATION","50c9509d-22c7-4a22-a47d-8c48425ef4a7","NL",2,1,2023,8,NA
"17906","10kmE400N337","2023-07","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",29,1,2023,7,NA
"17907","10kmE400N337","2023-06","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",12,1,2023,6,NA
"17908","10kmE400N337","2023-05","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",3,1,2023,5,NA
"17909","10kmE400N337","2022-11","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",1,1,2022,11,NA
"17910","10kmE400N337","2022-10","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","NL",1,0,2022,10,NA
"17911","10kmE400N337","2022-10","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",9,1,2022,10,NA
"17912","10kmE400N337","2022-09","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","NL",2,0,2022,9,NA
"17913","10kmE400N337","2022-09","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",12,1,2022,9,NA
"17914","10kmE400N337","2022-08","HUMAN_OBSERVATION","14d5676a-2c54-4f94-9023-1e8dcd822aa0","NL",1,0,2022,8,NA
"17915","10kmE400N337","2022-08","HUMAN_OBSERVATION","8a863029-f435-446a-821e-275f4f641165","NL",23,1,2022,8,NA
